Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
lash-ritual-nourishing-serum,Lash Ritual Nourishing Serum,<p>Volume that holds its curl all day. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural, Multi-Shade",TRUE,Shade,Clear,,,,,SGPK-1108-CLEAR,33,shopify,12,deny,manual,2190,,TRUE,TRUE,,,,FALSE,Lash Ritual Nourishing Serum | SHEGLAM PK,Buy Lash Ritual Nourishing Serum in Pakistan. Volume that holds its curl all day. Pairs well with the rest of the range without pilling.,active
all-in-one-24k-multi-effect-mascara,All-In-One 24k Multi-Effect Mascara,<p>Length and lift from the first coat. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1109,33,shopify,20,deny,manual,1690,,TRUE,TRUE,,,,FALSE,All-In-One 24k Multi-Effect Mascara | SHEGLAM PK,Buy All-In-One 24k Multi-Effect Mascara in Pakistan. Length and lift from the first coat. Comfortable enough for all-day wear in Pakistani heat.,active
gro-pro-nourishing-lash-serum,Gro-Pro Nourishing Lash Serum,<p>Volume that holds its curl all day. Works on its own or layered under the rest of your base.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural, Sale",TRUE,Title,Default Title,,,,,SGPK-1110,33,shopify,20,deny,manual,2290,2890,TRUE,TRUE,,,,FALSE,Gro-Pro Nourishing Lash Serum | SHEGLAM PK,Buy Gro-Pro Nourishing Lash Serum in Pakistan. Volume that holds its curl all day. Works on its own or layered under the rest of your base.,active
stay-inked-liquid-eyeliner,Stay Inked Liquid Eyeliner,<p>A precise line that stays where you put it. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1111,26,shopify,20,deny,manual,1190,,TRUE,TRUE,,,,FALSE,Stay Inked Liquid Eyeliner | SHEGLAM PK,Buy Stay Inked Liquid Eyeliner in Pakistan. A precise line that stays where you put it. Pairs well with the rest of the range without pilling.,active
cursed-chrysalis-palette,Cursed Chrysalis Palette,<p>Buildable colour for an everyday or a full look. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1112,26,shopify,20,deny,manual,3990,4990,TRUE,TRUE,,,,FALSE,Cursed Chrysalis Palette | SHEGLAM PK,Buy Cursed Chrysalis Palette in Pakistan. Buildable colour for an everyday or a full look. A little goes a long way — start with less than you think you need.,active
wing-it-waterproof-liner-duo,Wing It Waterproof Liner Duo,<p>A precise line that stays where you put it. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Multi-Shade",TRUE,Shade,Brown,,,,,SGPK-1113-BROWN,26,shopify,12,deny,manual,2590,,TRUE,TRUE,,,,FALSE,Wing It Waterproof Liner Duo | SHEGLAM PK,Buy Wing It Waterproof Liner Duo in Pakistan. A precise line that stays where you put it. A little goes a long way — start with less than you think you need.,active
big-time-eyes-volumizing-mascara,Big Time Eyes Volumizing Mascara,<p>Length and lift from the first coat. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural",TRUE,Title,Default Title,,,,,SGPK-1114,33,shopify,20,deny,manual,1890,,TRUE,TRUE,,,,FALSE,Big Time Eyes Volumizing Mascara | SHEGLAM PK,Buy Big Time Eyes Volumizing Mascara in Pakistan. Length and lift from the first coat. Patch test before first use if your skin is sensitive.,active
dark-romantasy-duochrome-eyeshadow,Dark Romantasy Duochrome Eyeshadow,<p>Blendable colour that layers without going muddy. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 1.4g</li><li>Finish: Shimmer</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Shimmer, Multi-Shade",TRUE,Shade,Garnet Eyes,,,,,SGPK-1115-GARNET-EYES,26,shopify,12,deny,manual,2790,,TRUE,TRUE,,,,FALSE,Dark Romantasy Duochrome Eyeshadow | SHEGLAM PK,Buy Dark Romantasy Duochrome Eyeshadow in Pakistan. Blendable colour that layers without going muddy. Best applied in thin layers and built up rather than laid ,active
set-me-up-brow-hold,Set Me Up Brow Hold,<p>Hold and definition for natural-looking brows. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 4g</li><li>Finish: Natural</li><li>Category: Eyes — Brows</li></ul>,SHEGLAM,Brows,"Eyes, Brows, Natural, Multi-Shade",TRUE,Shade,Crystal Clear,,,,,SGPK-1116-CRYSTAL-CLEA,29,shopify,12,deny,manual,2590,,TRUE,TRUE,,,,FALSE,Set Me Up Brow Hold | SHEGLAM PK,Buy Set Me Up Brow Hold in Pakistan. Hold and definition for natural-looking brows. Patch test before first use if your skin is sensitive.,active
max-impact-extreme-volumizing-mascara,Max Impact Extreme Volumizing Mascara,<p>Length and lift from the first coat. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural",TRUE,Title,Default Title,,,,,SGPK-1117,33,shopify,20,deny,manual,1890,,TRUE,TRUE,,,,FALSE,Max Impact Extreme Volumizing Mascara | SHEGLAM PK,Buy Max Impact Extreme Volumizing Mascara in Pakistan. Length and lift from the first coat. Suits everyday wear as easily as a full evening look.,active
desert-hues-palette,Desert Hues Palette,<p>Pigment that shows up true on the first sweep. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1118,26,shopify,20,deny,manual,3190,,TRUE,TRUE,,,,FALSE,Desert Hues Palette | SHEGLAM PK,Buy Desert Hues Palette in Pakistan. Pigment that shows up true on the first sweep. Best applied in thin layers and built up rather than laid on heavily.,active
puff-brow-palette,Puff Brow Palette,<p>Hold and definition for natural-looking brows. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 4g</li><li>Finish: Natural</li><li>Category: Eyes — Brows</li></ul>,SHEGLAM,Brows,"Eyes, Brows, Natural, Multi-Shade",TRUE,Shade,Brown,,,,,SGPK-1119-BROWN,29,shopify,12,deny,manual,2590,,TRUE,TRUE,,,,FALSE,Puff Brow Palette | SHEGLAM PK,Buy Puff Brow Palette in Pakistan. Hold and definition for natural-looking brows. Patch test before first use if your skin is sensitive.,active
bold-moves-kohl-cream-eyeliner-pencil,Bold Moves Kohl Cream Eyeliner Pencil,<p>A tip fine enough for a clean wing. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Multi-Shade",TRUE,Shade,Brown,,,,,SGPK-1120-BROWN,26,shopify,12,deny,manual,1590,,TRUE,TRUE,https://sheglampk.com/assets/img/products/bold-moves-kohl-cream-eyeliner-pencil.jpg,1,Bold Moves Kohl Cream Eyeliner Pencil,FALSE,Bold Moves Kohl Cream Eyeliner Pencil | SHEGLAM PK,Buy Bold Moves Kohl Cream Eyeliner Pencil in Pakistan. A tip fine enough for a clean wing. A little goes a long way — start with less than you think you need.,active
think-sharp-eyeliner,Think Sharp Eyeliner,<p>A tip fine enough for a clean wing. Works on its own or layered under the rest of your base.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural",TRUE,Title,Default Title,,,,,SGPK-1121,26,shopify,20,deny,manual,1490,,TRUE,TRUE,,,,FALSE,Think Sharp Eyeliner | SHEGLAM PK,Buy Think Sharp Eyeliner in Pakistan. A tip fine enough for a clean wing. Works on its own or layered under the rest of your base.,active
intensify-smudge-proof-eyeliner-gel,Intensify Smudge-Proof Eyeliner Gel,<p>Longwear colour that survives a full day. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Multi-Shade",TRUE,Shade,Brown,,,,,SGPK-1122-BROWN,26,shopify,12,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Intensify Smudge-Proof Eyeliner Gel | SHEGLAM PK,Buy Intensify Smudge-Proof Eyeliner Gel in Pakistan. Longwear colour that survives a full day. Pairs well with the rest of the range without pilling.,active
clean-queen-mascara-remover,Clean Queen Mascara Remover,<p>Length and lift from the first coat. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural",TRUE,Title,Default Title,,,,,SGPK-1123,33,shopify,20,deny,manual,1790,,TRUE,TRUE,,,,FALSE,Clean Queen Mascara Remover | SHEGLAM PK,Buy Clean Queen Mascara Remover in Pakistan. Length and lift from the first coat. Suits everyday wear as easily as a full evening look.,active
stone-cold-eyeshadow-palette,Stone Cold Eyeshadow Palette,<p>Pigment that shows up true on the first sweep. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1124,26,shopify,20,deny,manual,3190,,TRUE,TRUE,,,,FALSE,Stone Cold Eyeshadow Palette | SHEGLAM PK,Buy Stone Cold Eyeshadow Palette in Pakistan. Pigment that shows up true on the first sweep. Best applied in thin layers and built up rather than laid on heavil,active
crystal-gaze-glitter-mascara,Crystal Gaze Glitter Mascara,<p>Volume that holds its curl all day. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 8ml</li><li>Finish: Shimmer</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Shimmer, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1125,33,shopify,20,deny,manual,2390,2990,TRUE,TRUE,,,,FALSE,Crystal Gaze Glitter Mascara | SHEGLAM PK,Buy Crystal Gaze Glitter Mascara in Pakistan. Volume that holds its curl all day. Comfortable enough for all-day wear in Pakistani heat.,active
starry-wish-liquid-eyeshadow-trio,Starry Wish Liquid Eyeshadow Trio,<p>Buildable colour for an everyday or a full look. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural, Sale, Multi-Shade",TRUE,Shade,North Star,,,,,SGPK-1126-NORTH-STAR,26,shopify,12,deny,manual,3990,4990,TRUE,TRUE,,,,FALSE,Starry Wish Liquid Eyeshadow Trio | SHEGLAM PK,Buy Starry Wish Liquid Eyeshadow Trio in Pakistan. Buildable colour for an everyday or a full look. Comfortable enough for all-day wear in Pakistani heat.,active
lashlighter-extend-enriching-lash-primer,Lashlighter Extend Enriching Lash Primer,<p>A grip primer that gives foundation something to hold onto. Works on its own or layered under the rest of your base.</p><ul><li>Size: 30ml</li><li>Finish: Natural</li><li>Category: Face — Primer</li></ul>,SHEGLAM,Primer,"Face, Primer, Natural, Multi-Shade",TRUE,Shade,White,,,,,SGPK-1127-WHITE,55,shopify,12,deny,manual,1590,,TRUE,TRUE,,,,FALSE,Lashlighter Extend Enriching Lash Primer | SHEGLAM PK,Buy Lashlighter Extend Enriching Lash Primer in Pakistan. A grip primer that gives foundation something to hold onto. Works on its own or layered under the rest,active
boss-brow-waterproof-pomade,Boss Brow Waterproof Pomade,<p>A groomed brow that stays put. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 4g</li><li>Finish: Natural</li><li>Category: Eyes — Brows</li></ul>,SHEGLAM,Brows,"Eyes, Brows, Natural, Sale, Multi-Shade",TRUE,Shade,Soft Brown,,,,,SGPK-1128-SOFT-BROWN,29,shopify,12,deny,manual,1790,2190,TRUE,TRUE,,,,FALSE,Boss Brow Waterproof Pomade | SHEGLAM PK,Buy Boss Brow Waterproof Pomade in Pakistan. A groomed brow that stays put. Suits everyday wear as easily as a full evening look.,active
live-to-roam-palette,Live To Roam Palette,<p>Pigment that shows up true on the first sweep. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1129,26,shopify,20,deny,manual,3190,,TRUE,TRUE,,,,FALSE,Live To Roam Palette | SHEGLAM PK,Buy Live To Roam Palette in Pakistan. Pigment that shows up true on the first sweep. Comfortable enough for all-day wear in Pakistani heat.,active
insta-eyes-dual-tone-shadow-stick,Insta-Eyes Dual Tone Shadow Stick,<p>Pigment that shows up true on the first sweep. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural, Multi-Shade",TRUE,Shade,Rose,,,,,SGPK-1130-ROSE,26,shopify,12,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Insta-Eyes Dual Tone Shadow Stick | SHEGLAM PK,Buy Insta-Eyes Dual Tone Shadow Stick in Pakistan. Pigment that shows up true on the first sweep. Comfortable enough for all-day wear in Pakistani heat.,active
chill-track-palette,Chill Track Palette,<p>Blendable colour that layers without going muddy. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1131,26,shopify,20,deny,manual,2790,,TRUE,TRUE,,,,FALSE,Chill Track Palette | SHEGLAM PK,Buy Chill Track Palette in Pakistan. Blendable colour that layers without going muddy. A little goes a long way — start with less than you think you need.,active
better-brows-long-lasting-eyebrow-pencil,Better Brows Long Lasting Eyebrow Pencil,<p>A groomed brow that stays put. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 4g</li><li>Finish: Natural</li><li>Category: Eyes — Brows</li></ul>,SHEGLAM,Brows,"Eyes, Brows, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,Taupe,,,,,SGPK-1132-TAUPE,29,shopify,12,deny,manual,1790,2190,TRUE,TRUE,,,,FALSE,Better Brows Long Lasting Eyebrow Pencil | SHEGLAM PK,Buy Better Brows Long Lasting Eyebrow Pencil in Pakistan. A groomed brow that stays put. Best applied in thin layers and built up rather than laid on heavily.,active
line-define-waterproof-liquid-eyeliner,Line & Define Waterproof Liquid Eyeliner,<p>A precise line that stays where you put it. Works on its own or layered under the rest of your base.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Multi-Shade",TRUE,Shade,Brown,,,,,SGPK-1133-BROWN,26,shopify,12,deny,manual,1390,,TRUE,TRUE,,,,FALSE,Line & Define Waterproof Liquid Eyeliner | SHEGLAM PK,Buy Line & Define Waterproof Liquid Eyeliner in Pakistan. A precise line that stays where you put it. Works on its own or layered under the rest of your base.,active
enigma-sparkly-eyeshadow,Enigma Sparkly Eyeshadow,<p>Buildable colour for an everyday or a full look. Works on its own or layered under the rest of your base.</p><ul><li>Size: 1.4g</li><li>Finish: Shimmer</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Shimmer, New Arrival, Sale, Multi-Shade",TRUE,Shade,Such A Prize,,,,,SGPK-1134-SUCH-A-PRIZE,26,shopify,12,deny,manual,2090,2590,TRUE,TRUE,,,,FALSE,Enigma Sparkly Eyeshadow | SHEGLAM PK,Buy Enigma Sparkly Eyeshadow in Pakistan. Buildable colour for an everyday or a full look. Works on its own or layered under the rest of your base.,active
zen-out-shangri-la-palette,"Zen Out, Shangri-La Palette",<p>Buildable colour for an everyday or a full look. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1135,26,shopify,20,deny,manual,3790,,TRUE,TRUE,,,,FALSE,"Zen Out, Shangri-La Palette | SHEGLAM PK","Buy Zen Out, Shangri-La Palette in Pakistan. Buildable colour for an everyday or a full look. Blend while it is still moving; it sets quickly once placed.",active
smart-cookie-palette,Smart Cookie Palette,<p>Buildable colour for an everyday or a full look. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1136,26,shopify,20,deny,manual,4190,5190,TRUE,TRUE,,,,FALSE,Smart Cookie Palette | SHEGLAM PK,Buy Smart Cookie Palette in Pakistan. Buildable colour for an everyday or a full look. Best applied in thin layers and built up rather than laid on heavily.,active
silver-strobe-metallic-eyeliner,Silver Strobe Metallic Eyeliner,<p>A soft-focus sheen rather than a hard shimmer. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 10ml</li><li>Finish: Shimmer</li><li>Category: Face — Highlighter</li></ul>,SHEGLAM,Highlighter,"Face, Highlighter, Shimmer, New Arrival, Sale, Multi-Shade",TRUE,Shade,Platinum,,,,,SGPK-1137-PLATINUM,35,shopify,12,deny,manual,2390,2990,TRUE,TRUE,,,,FALSE,Silver Strobe Metallic Eyeliner | SHEGLAM PK,Buy Silver Strobe Metallic Eyeliner in Pakistan. A soft-focus sheen rather than a hard shimmer. A little goes a long way — start with less than you think you ne,active
tint-lock-tattoo-peel-off-brow-gel,Tint Lock Tattoo Peel Off Brow Gel,<p>A groomed brow that stays put. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 4g</li><li>Finish: Natural</li><li>Category: Eyes — Brows</li></ul>,SHEGLAM,Brows,"Eyes, Brows, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,Taupe,,,,,SGPK-1138-TAUPE,29,shopify,12,deny,manual,1790,2190,TRUE,TRUE,,,,FALSE,Tint Lock Tattoo Peel Off Brow Gel | SHEGLAM PK,Buy Tint Lock Tattoo Peel Off Brow Gel in Pakistan. A groomed brow that stays put. Blend while it is still moving; it sets quickly once placed.,active
deep-feelings-palette,Deep Feelings Palette,<p>Blendable colour that layers without going muddy. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1139,26,shopify,20,deny,manual,2990,,TRUE,TRUE,,,,FALSE,Deep Feelings Palette | SHEGLAM PK,Buy Deep Feelings Palette in Pakistan. Blendable colour that layers without going muddy. Comfortable enough for all-day wear in Pakistani heat.,active
flutter-wink-volumizing-mascara,Flutter Wink Volumizing Mascara,<p>A brush shaped to separate rather than clump. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural",TRUE,Title,Default Title,,,,,SGPK-1140,33,shopify,20,deny,manual,1990,,TRUE,TRUE,,,,FALSE,Flutter Wink Volumizing Mascara | SHEGLAM PK,Buy Flutter Wink Volumizing Mascara in Pakistan. A brush shaped to separate rather than clump. Blend while it is still moving; it sets quickly once placed.,active
berry-besties-color-trio,Berry Besties Color Trio,<p>Buildable colour for an everyday or a full look. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,Raspberry Tart,,,,,SGPK-1141-RASPBERRY-TA,26,shopify,12,deny,manual,3990,4990,TRUE,TRUE,,,,FALSE,Berry Besties Color Trio | SHEGLAM PK,Buy Berry Besties Color Trio in Pakistan. Buildable colour for an everyday or a full look. Suits everyday wear as easily as a full evening look.,active
stay-wild-jelly-glitter,Stay Wild Jelly Glitter,<p>Pigment that shows up true on the first sweep. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 1.4g</li><li>Finish: Shimmer</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Shimmer, Multi-Shade",TRUE,Shade,Peacock,,,,,SGPK-1142-PEACOCK,26,shopify,12,deny,manual,1790,,TRUE,TRUE,,,,FALSE,Stay Wild Jelly Glitter | SHEGLAM PK,Buy Stay Wild Jelly Glitter in Pakistan. Pigment that shows up true on the first sweep. Pairs well with the rest of the range without pilling.,active
on-line-creamy-eyeliner,On-Line Creamy Eyeliner,<p>Longwear colour that survives a full day. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,Black,,,,,SGPK-1143-BLACK,26,shopify,12,deny,manual,1790,2190,TRUE,TRUE,,,,FALSE,On-Line Creamy Eyeliner | SHEGLAM PK,Buy On-Line Creamy Eyeliner in Pakistan. Longwear colour that survives a full day. Best applied in thin layers and built up rather than laid on heavily.,active
airglow-eye-tint,Airglow Eye Tint,<p>Pigment that shows up true on the first sweep. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 1.4g</li><li>Finish: Dewy</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Dewy, Multi-Shade",TRUE,Shade,Cloud Nine,,,,,SGPK-1144-CLOUD-NINE,26,shopify,12,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Airglow Eye Tint | SHEGLAM PK,Buy Airglow Eye Tint in Pakistan. Pigment that shows up true on the first sweep. Pairs well with the rest of the range without pilling.,active
lip-dazzler-glitter-kit,Lip Dazzler Glitter Kit,<p>Shine without the sticky finish. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 3ml</li><li>Finish: Shimmer</li><li>Category: Lips — Lip Gloss</li></ul>,SHEGLAM,Lip Gloss,"Lips, Lip Gloss, Shimmer, Multi-Shade",TRUE,Shade,Center Stage,,,,,SGPK-1145-CENTER-STAGE,28,shopify,12,deny,manual,2590,,TRUE,TRUE,,,,FALSE,Lip Dazzler Glitter Kit | SHEGLAM PK,Buy Lip Dazzler Glitter Kit in Pakistan. Shine without the sticky finish. Pairs well with the rest of the range without pilling.,active
dark-romantasy-lip-cheek-tint,Dark Romantasy Lip & Cheek Tint,<p>Colour that reads like a natural flush. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Natural, Multi-Shade",TRUE,Shade,Rich Crimson,,,,,SGPK-1146-RICH-CRIMSON,31,shopify,12,deny,manual,2090,,TRUE,TRUE,,,,FALSE,Dark Romantasy Lip & Cheek Tint | SHEGLAM PK,Buy Dark Romantasy Lip & Cheek Tint in Pakistan. Colour that reads like a natural flush. Suits everyday wear as easily as a full evening look.,active
bubble-buff-lip-scrub,Bubble Buff Lip Scrub,<p>Comfort and softness for dry lips. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 5g</li><li>Finish: Natural</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Natural",TRUE,Title,Default Title,,,,,SGPK-1147,30,shopify,20,deny,manual,1290,,TRUE,TRUE,,,,FALSE,Bubble Buff Lip Scrub | SHEGLAM PK,Buy Bubble Buff Lip Scrub in Pakistan. Comfort and softness for dry lips. Best applied in thin layers and built up rather than laid on heavily.,active
dark-romantasy-transfer-proof-lip-mousse,Dark Romantasy Transfer-Proof Lip Mousse,<p>Rich colour in a single pass. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 3.5g</li><li>Finish: Natural</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1148,29,shopify,20,deny,manual,1590,,TRUE,TRUE,,,,FALSE,Dark Romantasy Transfer-Proof Lip Mousse | SHEGLAM PK,Buy Dark Romantasy Transfer-Proof Lip Mousse in Pakistan. Rich colour in a single pass. Patch test before first use if your skin is sensitive.,active
fall-in-line-peel-off-lip-liner-stain-bare-blush,Fall In Line Peel Off Lip Liner Stain-Bare Blush,"<p>A pigmented flush that blends into the skin, not onto it. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>",SHEGLAM,Blush,"Face, Blush, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1149,31,shopify,20,deny,manual,1790,,TRUE,TRUE,,,,FALSE,Fall In Line Peel Off Lip Liner Stain-Bare Blush | SHEGLAM PK,"Buy Fall In Line Peel Off Lip Liner Stain-Bare Blush in Pakistan. A pigmented flush that blends into the skin, not onto it. Best applied in thin layers and buil",active
so-lippy-lip-liner-set,So Lippy Lip Liner Set,<p>A precise line that defines and holds colour in. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 2.5ml</li><li>Finish: Natural</li><li>Category: Lips — Lip Liner</li></ul>,SHEGLAM,Lip Liner,"Lips, Lip Liner, Natural, Multi-Shade",TRUE,Shade,Au Naturel,,,,,SGPK-1150-AU-NATUREL,28,shopify,12,deny,manual,2290,,TRUE,TRUE,,,,FALSE,So Lippy Lip Liner Set | SHEGLAM PK,Buy So Lippy Lip Liner Set in Pakistan. A precise line that defines and holds colour in. Best applied in thin layers and built up rather than laid on heavily.,active
